trial,formula,used_features,f1_macro,metric
1608,log(((is_older_group + usage_cluster) + interaction_per_freq)),is_older_group|usage_cluster|interaction_per_freq|contract_ratio,0.4987,0.4987
1609,log((renewal_pressure + after_interaction)),renewal_pressure|after_interaction|older_low_contract,0.4982,0.4982
1611,((tenure + new_inactive) + interaction_rate),tenure|new_inactive|interaction_rate,0.4999,0.4999
1612,(((interaction_per_freq + is_older_group) - is_high_interaction) / interaction_rate),interaction_per_freq|is_older_group|is_high_interaction|interaction_rate,0.4994,0.4994
1614,(contract_ratio + payment_interval),contract_ratio|payment_interval,0.5001,0.5001
1615,((gender_age_group - test_2) * is_high_interaction),gender_age_group|test_2|is_high_interaction,0.5001,0.5001
1616,(freq(gender) + test_2),gender|test_2,0.5001,0.5001
1617,((contract_ratio * older_low_contract) + vip_low_interaction),contract_ratio|older_low_contract|vip_low_interaction,0.5001,0.5001
1618,((sqrt(vip_low_interaction) / interaction_rate))^2,vip_low_interaction|after_interaction|interaction_rate|test_2,0.5001,0.5001
1620,((gender_age_group + is_older_group) - interaction_rate),gender_age_group|is_older_group|interaction_rate,0.4959,0.4959
1621,(after_interaction + tenure),after_interaction|tenure,0.4995,0.4995
1623,(((usage_cluster / is_older_group) + contract_length) - new_inactive),usage_cluster|is_older_group|contract_length|new_inactive,0.4980,0.4980
1624,((tenure * frequent) * freq_per_tenure),tenure|frequent|freq_per_tenure,0.5001,0.5001
1627,log((test_2 + interaction_per_freq)),test_2|interaction_per_freq|renewal_pressure,0.4971,0.4971
1628,(((payment_interval * after_interaction) + renewal_pressure) + contract_ratio),payment_interval|after_interaction|renewal_pressure|contract_ratio,0.4988,0.4988
1630,((after_interaction / renewal_pressure) - is_high_interaction),after_interaction|renewal_pressure|is_high_interaction,0.4998,0.4998
1631,(interaction_rate - payment_interval),interaction_rate|payment_interval,0.4993,0.4993
1633,sqrt(((frequent + after_interaction) * is_older_group)),frequent|after_interaction|is_older_group|new_inactive,0.4992,0.4992
1634,(sqrt(interaction_rate) + test_2),interaction_rate|older_low_contract|test_2,0.4970,0.4970
1636,((age * is_older_group))^2,age|is_older_group|test_2,0.5001,0.5001
1637,(((after_interaction + contract_length) + test_2) * interaction_per_freq),after_interaction|contract_length|test_2|interaction_per_freq,0.4986,0.4986
1639,(test_2 / test_1),test_2|test_1,0.4955,0.4955
1640,((after_interaction * new_inactive) - interaction_rate),after_interaction|new_inactive|interaction_rate,0.4985,0.4985
1641,(((is_high_interaction + contract_length) * interaction_per_freq) - interaction_rate),is_high_interaction|contract_length|interaction_per_freq|interaction_rate,0.5001,0.5001
1642,(freq(gender) + usage_cluster),gender|usage_cluster,0.4981,0.4981
1644,(freq_per_tenure + payment_per_freq),freq_per_tenure|payment_per_freq,0.4981,0.4981
1646,((contract_length / is_older_group) + freq_per_tenure),contract_length|is_older_group|freq_per_tenure,0.4983,0.4983
1647,(((age * gender_age_group) + interaction_rate) / new_inactive),age|gender_age_group|interaction_rate|new_inactive,0.5001,0.5001
1648,(freq(subscription_type) * contract_length),subscription_type|contract_length,0.5001,0.5001
1649,((after_interaction)^2 - older_low_contract),after_interaction|payment_interval|older_low_contract,0.4975,0.4975
1650,(renewal_pressure + is_older_group),renewal_pressure|is_older_group,0.5001,0.5001
1652,(((contract_ratio - freq_per_tenure) * interaction_rate) + is_high_interaction),contract_ratio|freq_per_tenure|interaction_rate|is_high_interaction,0.4980,0.4980
1653,(sqrt(usage_cluster) / is_high_interaction),usage_cluster|payment_per_freq|is_high_interaction,0.5001,0.5001
1655,(((payment_interval * is_older_group) + age) - contract_ratio),payment_interval|is_older_group|age|contract_ratio,0.5001,0.5001
1658,((interaction_rate / payment_per_freq) - payment_interval),interaction_rate|payment_per_freq|payment_interval,0.4974,0.4974
1659,((interaction_per_freq + older_low_contract) + frequent),interaction_per_freq|older_low_contract|frequent,0.4984,0.4984
1660,(((payment_interval)^2 * frequent) * is_older_group),payment_interval|is_high_interaction|frequent|is_older_group,0.4958,0.4958
1662,(tenure * freq_per_tenure),tenure|freq_per_tenure,0.5001,0.5001
1663,log(sqrt(payment_interval)),payment_interval|is_older_group|usage_cluster,0.5001,0.5001
1665,log(((usage_cluster + test_1) + payment_interval)),usage_cluster|test_1|payment_interval|test_2,0.5001,0.5001
1669,(((renewal_pressure + payment_interval) * interaction_rate) / gender_age_group),renewal_pressure|payment_interval|interaction_rate|gender_age_group,0.5001,0.5001
1670,(freq(gender) - is_older_group),gender|is_older_group,0.4970,0.4970
1671,((test_1 / after_interaction))^2,test_1|after_interaction|test_2,0.5001,0.5001
1672,sqrt((((payment_interval - new_inactive) + contract_length))^2),payment_interval|new_inactive|contract_length|after_interaction|interaction_rate,0.4997,0.4997
1675,sqrt(((is_older_group)^2 - frequent)),is_older_group|older_low_contract|frequent|freq_per_tenure,0.4966,0.4966
1678,((freq_per_tenure * older_low_contract) * tenure),freq_per_tenure|older_low_contract|tenure,0.5001,0.5001
1679,(log(log(interaction_per_freq)) + usage_cluster),interaction_per_freq|payment_interval|frequent|usage_cluster,0.4998,0.4998
1681,(sqrt(payment_per_freq) + age),payment_per_freq|contract_ratio|age,0.4962,0.4962
1682,(test_1 + frequent),test_1|frequent,0.5001,0.5001
1684,((test_1)^2 / renewal_pressure),test_1|is_high_interaction|renewal_pressure,0.4998,0.4998
1685,((log(interaction_rate) - tenure) - renewal_pressure),interaction_rate|vip_low_interaction|tenure|renewal_pressure,0.4987,0.4987
1687,((payment_per_freq * renewal_pressure) + interaction_rate),payment_per_freq|renewal_pressure|interaction_rate,0.4996,0.4996
1690,(((renewal_pressure + after_interaction) * vip_low_interaction) * older_low_contract),renewal_pressure|after_interaction|vip_low_interaction|older_low_contract,0.5001,0.5001
1691,((test_2 / vip_low_interaction) + payment_interval),test_2|vip_low_interaction|payment_interval,0.4994,0.4994
1693,(log(age) - after_interaction),age|test_2|after_interaction,0.4987,0.4987
1695,((payment_interval * older_low_contract) * new_inactive),payment_interval|older_low_contract|new_inactive,0.5001,0.5001
1697,((log(tenure) + interaction_rate) - is_older_group),tenure|usage_cluster|interaction_rate|is_older_group,0.4982,0.4982
1698,(sqrt(after_interaction) + payment_per_freq),after_interaction|older_low_contract|payment_per_freq,0.4987,0.4987
1700,(log((interaction_rate + is_older_group)) / tenure),interaction_rate|is_older_group|after_interaction|tenure,0.4984,0.4984
1703,(log(new_inactive))^2,new_inactive|renewal_pressure|test_1,0.5001,0.5001
1704,(((age / test_2) - vip_low_interaction) + payment_interval),age|test_2|vip_low_interaction|payment_interval,0.4976,0.4976
1706,((((interaction_per_freq)^2 * freq_per_tenure) - gender_age_group))^2,interaction_per_freq|usage_cluster|freq_per_tenure|gender_age_group|vip_low_interaction,0.4976,0.4976
1707,(renewal_pressure - is_older_group),renewal_pressure|is_older_group,0.5001,0.5001
1709,((test_1 + payment_per_freq) + vip_low_interaction),test_1|payment_per_freq|vip_low_interaction,0.4996,0.4996
1710,(((freq_per_tenure * contract_ratio) + age) * usage_cluster),freq_per_tenure|contract_ratio|age|usage_cluster,0.5001,0.5001
1712,(log(after_interaction) - interaction_rate),after_interaction|contract_length|interaction_rate,0.4980,0.4980
1716,log((log(after_interaction) * contract_length)),after_interaction|usage_cluster|contract_length|gender_age_group,0.5001,0.5001
1717,((interaction_rate + freq_per_tenure) + new_inactive),interaction_rate|freq_per_tenure|new_inactive,0.4991,0.4991
1720,(((payment_interval * contract_length) / frequent))^2,payment_interval|contract_length|frequent|is_high_interaction,0.5001,0.5001
1722,(log(test_1) - test_2),test_1|gender_age_group|test_2,0.4967,0.4967
1723,(((freq_per_tenure / usage_cluster) + interaction_rate) / older_low_contract),freq_per_tenure|usage_cluster|interaction_rate|older_low_contract,0.5001,0.5001
1725,(log(renewal_pressure) * interaction_rate),renewal_pressure|test_2|interaction_rate,0.5001,0.5001
1728,(log(contract_length) + age),contract_length|vip_low_interaction|age,0.5004,0.5004
1729,(log(renewal_pressure) + gender_age_group),renewal_pressure|test_1|gender_age_group,0.4994,0.4994
1730,((older_low_contract)^2 + new_inactive),older_low_contract|contract_ratio|new_inactive,0.5001,0.5001
1732,((after_interaction * new_inactive) + interaction_rate),after_interaction|new_inactive|interaction_rate,0.4998,0.4998
1733,(sqrt(test_2) + is_older_group),test_2|usage_cluster|is_older_group,0.4999,0.4999
1734,(log(freq_per_tenure) + new_inactive),freq_per_tenure|contract_ratio|new_inactive,0.4988,0.4988
1736,((interaction_rate + freq_per_tenure) + age),interaction_rate|freq_per_tenure|age,0.4985,0.4985
1737,(log(usage_cluster) + test_1),usage_cluster|payment_per_freq|test_1,0.5001,0.5001
1739,((test_1 - vip_low_interaction) + payment_interval),test_1|vip_low_interaction|payment_interval,0.5001,0.5001
1740,((test_2 / is_older_group) + payment_per_freq),test_2|is_older_group|payment_per_freq,0.4972,0.4972
1741,(freq(subscription_type) - contract_length),subscription_type|contract_length,0.4991,0.4991
1742,(log(usage_cluster) + is_high_interaction),usage_cluster|new_inactive|is_high_interaction,0.5001,0.5001
1743,((older_low_contract + payment_interval) + interaction_rate),older_low_contract|payment_interval|interaction_rate,0.4978,0.4978
1745,((payment_per_freq)^2 + usage_cluster),payment_per_freq|gender_age_group|usage_cluster,0.4983,0.4983
1746,((usage_cluster * payment_per_freq) + interaction_per_freq),usage_cluster|payment_per_freq|interaction_per_freq,0.4990,0.4990
1748,(log(interaction_per_freq) + interaction_rate),interaction_per_freq|after_interaction|interaction_rate,0.5001,0.5001
1749,(log(renewal_pressure) + test_1),renewal_pressure|is_older_group|test_1,0.4990,0.4990
1750,(freq(gender) * vip_low_interaction),gender|vip_low_interaction,0.5001,0.5001
1751,(sqrt(gender_age_group) + freq_per_tenure),gender_age_group|payment_per_freq|freq_per_tenure,0.4980,0.4980
1752,((new_inactive + frequent) + renewal_pressure),new_inactive|frequent|renewal_pressure,0.4964,0.4964
1753,(log(vip_low_interaction) + after_interaction),vip_low_interaction|test_1|after_interaction,0.5001,0.5001
1755,((renewal_pressure)^2 + older_low_contract),renewal_pressure|tenure|older_low_contract,0.5001,0.5001
1756,((age * interaction_rate) + new_inactive),age|interaction_rate|new_inactive,0.5001,0.5001
1758,(log(age) + test_2),age|freq_per_tenure|test_2,0.4969,0.4969
1759,((interaction_rate / payment_interval) + freq_per_tenure),interaction_rate|payment_interval|freq_per_tenure,0.4988,0.4988
1762,((frequent + contract_ratio) * payment_per_freq),frequent|contract_ratio|payment_per_freq,0.5001,0.5001
1764,log(log(interaction_per_freq)),interaction_per_freq|age|test_2,0.5001,0.5001
1765,((contract_length)^2 + is_older_group),contract_length|freq_per_tenure|is_older_group,0.5001,0.5001
1767,((contract_ratio * payment_per_freq) + payment_interval),contract_ratio|payment_per_freq|payment_interval,0.5001,0.5001
1768,(sqrt(freq_per_tenure))^2,freq_per_tenure|is_older_group|is_high_interaction,0.5001,0.5001
1769,(log(interaction_per_freq) - usage_cluster),interaction_per_freq|new_inactive|usage_cluster,0.4978,0.4978
1771,((usage_cluster - contract_length) * gender_age_group),usage_cluster|contract_length|gender_age_group,0.4954,0.4954
1772,((interaction_rate + contract_ratio) + interaction_per_freq),interaction_rate|contract_ratio|interaction_per_freq,0.5001,0.5001
1774,(log(age) + renewal_pressure),age|after_interaction|renewal_pressure,0.5001,0.5001
1775,(log(new_inactive) - usage_cluster),new_inactive|gender_age_group|usage_cluster,0.5000,0.5000
1777,sqrt(log((usage_cluster / payment_interval))),usage_cluster|payment_interval|new_inactive|vip_low_interaction,0.4990,0.4990
1778,((after_interaction)^2 * freq_per_tenure),after_interaction|interaction_rate|freq_per_tenure,0.4973,0.4973
1780,(((interaction_rate * renewal_pressure) / new_inactive) + gender_age_group),interaction_rate|renewal_pressure|new_inactive|gender_age_group,0.4990,0.4990
1781,((older_low_contract + interaction_rate) + payment_interval),older_low_contract|interaction_rate|payment_interval,0.4978,0.4978
1783,((log(is_older_group) + age) - after_interaction),is_older_group|freq_per_tenure|age|after_interaction,0.5001,0.5001
1784,(sqrt(tenure) - contract_length),tenure|payment_interval|contract_length,0.4983,0.4983
1786,(log(after_interaction) * test_1),after_interaction|new_inactive|test_1,0.5001,0.5001
1787,(((contract_ratio + freq_per_tenure) + vip_low_interaction) * interaction_per_freq),contract_ratio|freq_per_tenure|vip_low_interaction|interaction_per_freq,0.5001,0.5001
1790,((payment_interval * payment_per_freq) - contract_ratio),payment_interval|payment_per_freq|contract_ratio,0.5001,0.5001
1791,((tenure)^2 + test_1),tenure|frequent|test_1,0.4999,0.4999
1793,(((is_high_interaction / freq_per_tenure))^2 - payment_interval),is_high_interaction|freq_per_tenure|usage_cluster|payment_interval,0.4987,0.4987
1794,((log(contract_ratio) * test_2) / freq_per_tenure),contract_ratio|interaction_rate|test_2|freq_per_tenure,0.4975,0.4975
1796,((new_inactive + usage_cluster) + test_2),new_inactive|usage_cluster|test_2,0.4977,0.4977
1797,(log(gender_age_group) - payment_interval),gender_age_group|is_high_interaction|payment_interval,0.4920,0.4920
1799,((sqrt(payment_interval) + age) + contract_length),payment_interval|older_low_contract|age|contract_length,0.4998,0.4998
1800,(log(tenure) * payment_interval),tenure|usage_cluster|payment_interval,0.4982,0.4982
1802,((renewal_pressure)^2 + after_interaction),renewal_pressure|tenure|after_interaction,0.5001,0.5001
1803,log(((interaction_per_freq - after_interaction) / is_older_group)),interaction_per_freq|after_interaction|is_older_group|renewal_pressure,0.5000,0.5000
1804,(freq(subscription_type) + test_1),subscription_type|test_1,0.5001,0.5001
1805,log((usage_cluster * vip_low_interaction)),usage_cluster|vip_low_interaction|interaction_rate,0.5001,0.5001
1806,((log(contract_ratio) - interaction_rate) * interaction_per_freq),contract_ratio|after_interaction|interaction_rate|interaction_per_freq,0.5001,0.5001
1807,((freq_per_tenure + test_1) + payment_interval),freq_per_tenure|test_1|payment_interval,0.4981,0.4981
1809,(log(new_inactive) * payment_per_freq),new_inactive|older_low_contract|payment_per_freq,0.5001,0.5001
1810,(((vip_low_interaction / freq_per_tenure) + test_2) - is_older_group),vip_low_interaction|freq_per_tenure|test_2|is_older_group,0.4963,0.4963
1812,(log(vip_low_interaction) - tenure),vip_low_interaction|usage_cluster|tenure,0.4998,0.4998
1813,((after_interaction)^2 + interaction_per_freq),after_interaction|is_older_group|interaction_per_freq,0.4979,0.4979
1815,((((test_2 * older_low_contract) * gender_age_group))^2 * is_older_group),test_2|older_low_contract|gender_age_group|payment_per_freq|is_older_group,0.5001,0.5001
1816,sqrt(((interaction_per_freq + new_inactive) + vip_low_interaction)),interaction_per_freq|new_inactive|vip_low_interaction|gender_age_group,0.4976,0.4976
1818,(log(interaction_per_freq))^2,interaction_per_freq|contract_length|test_2,0.5001,0.5001
1819,log(sqrt(is_older_group)),is_older_group|usage_cluster|interaction_per_freq,0.5001,0.5001
1821,((log(test_2) - test_1) / after_interaction),test_2|payment_per_freq|test_1|after_interaction,0.5001,0.5001
1822,((freq_per_tenure + payment_per_freq) + renewal_pressure),freq_per_tenure|payment_per_freq|renewal_pressure,0.5000,0.5000
1823,(((gender_age_group)^2 * older_low_contract) + is_older_group),gender_age_group|frequent|older_low_contract|is_older_group,0.4994,0.4994
1825,(log(is_high_interaction) + contract_length),is_high_interaction|contract_ratio|contract_length,0.5001,0.5001
1826,((gender_age_group * payment_per_freq) - freq_per_tenure),gender_age_group|payment_per_freq|freq_per_tenure,0.4979,0.4979
1828,(((test_1 / renewal_pressure) + contract_length) - payment_interval),test_1|renewal_pressure|contract_length|payment_interval,0.5001,0.5001
1829,(log(freq_per_tenure) * tenure),freq_per_tenure|usage_cluster|tenure,0.4990,0.4990
1831,(((interaction_per_freq + new_inactive) / payment_per_freq) * age),interaction_per_freq|new_inactive|payment_per_freq|age,0.5001,0.5001
1832,(log(contract_ratio) + new_inactive),contract_ratio|interaction_per_freq|new_inactive,0.5001,0.5001
1834,(log(sqrt(frequent)) / contract_length),frequent|freq_per_tenure|age|contract_length,0.5000,0.5000
1835,((renewal_pressure - test_1) - payment_interval),renewal_pressure|test_1|payment_interval,0.5001,0.5001
1836,(freq(subscription_type) * interaction_rate),subscription_type|interaction_rate,0.4988,0.4988
1837,((gender_age_group)^2 + test_2),gender_age_group|frequent|test_2,0.5001,0.5001
1838,(((interaction_rate * payment_per_freq) * new_inactive) - renewal_pressure),interaction_rate|payment_per_freq|new_inactive|renewal_pressure,0.5001,0.5001
1840,(log(age) + gender_age_group),age|renewal_pressure|gender_age_group,0.4965,0.4965
1841,((is_high_interaction + interaction_per_freq) - tenure),is_high_interaction|interaction_per_freq|tenure,0.5001,0.5001
1842,((log(frequent) + payment_per_freq) + new_inactive),frequent|payment_interval|payment_per_freq|new_inactive,0.5001,0.5001
1844,((interaction_rate / contract_length) * contract_ratio),interaction_rate|contract_length|contract_ratio,0.4981,0.4981
1845,log(log((log(contract_length))^2)),contract_length|freq_per_tenure|vip_low_interaction|new_inactive|interaction_rate,0.5001,0.5001
1847,(((freq_per_tenure)^2 + test_2) * interaction_rate),freq_per_tenure|contract_ratio|test_2|interaction_rate,0.4963,0.4963
1848,log((gender_age_group * interaction_rate)),gender_age_group|interaction_rate|freq_per_tenure,0.4983,0.4983
1850,(log(contract_length) - test_1),contract_length|payment_interval|test_1,0.4978,0.4978
1851,(((gender_age_group + test_1) + new_inactive))^2,gender_age_group|test_1|new_inactive|contract_ratio,0.4984,0.4984
1853,(sqrt(test_1) * freq_per_tenure),test_1|contract_length|freq_per_tenure,0.4983,0.4983
1854,((log(interaction_rate) + new_inactive) - usage_cluster),interaction_rate|freq_per_tenure|new_inactive|usage_cluster,0.4984,0.4984
1855,(freq(gender) * freq_per_tenure),gender|freq_per_tenure,0.4965,0.4965
1856,(log(new_inactive) - freq_per_tenure),new_inactive|is_high_interaction|freq_per_tenure,0.4986,0.4986
1857,((age + tenure) + is_older_group),age|tenure|is_older_group,0.4998,0.4998
1859,sqrt(((interaction_per_freq)^2 / renewal_pressure)),interaction_per_freq|test_1|renewal_pressure|vip_low_interaction,0.4989,0.4989
1860,((is_older_group * usage_cluster) * test_1),is_older_group|usage_cluster|test_1,0.5001,0.5001
1861,log((contract_ratio / interaction_per_freq)),contract_ratio|interaction_per_freq|test_2,0.4993,0.4993
1863,(log(new_inactive) + renewal_pressure),new_inactive|frequent|renewal_pressure,0.5001,0.5001
1864,((log(usage_cluster) - is_high_interaction) / frequent),usage_cluster|vip_low_interaction|is_high_interaction|frequent,0.4980,0.4980
1866,((is_older_group - tenure) + contract_ratio),is_older_group|tenure|contract_ratio,0.5004,0.5004
1867,((usage_cluster - frequent) + after_interaction),usage_cluster|frequent|after_interaction,0.4993,0.4993
1868,((renewal_pressure - after_interaction) * test_2),renewal_pressure|after_interaction|test_2,0.4977,0.4977
1870,((contract_ratio - test_1) + test_2),contract_ratio|test_1|test_2,0.4967,0.4967
1871,((age - is_high_interaction) - older_low_contract),age|is_high_interaction|older_low_contract,0.5001,0.5001
1873,((contract_ratio + new_inactive) + contract_length),contract_ratio|new_inactive|contract_length,0.4958,0.4958
1874,((interaction_per_freq - older_low_contract) * vip_low_interaction),interaction_per_freq|older_low_contract|vip_low_interaction,0.5001,0.5001
1876,((is_high_interaction - usage_cluster))^2,is_high_interaction|usage_cluster|gender_age_group,0.5001,0.5001
1877,log((interaction_rate - is_older_group)),interaction_rate|is_older_group|gender_age_group,0.4984,0.4984
1879,((contract_length - older_low_contract) + new_inactive),contract_length|older_low_contract|new_inactive,0.5001,0.5001
1880,((is_high_interaction - payment_interval) - gender_age_group),is_high_interaction|payment_interval|gender_age_group,0.5001,0.5001
1881,((after_interaction - usage_cluster) + older_low_contract),after_interaction|usage_cluster|older_low_contract,0.4984,0.4984
1883,((frequent - age) * vip_low_interaction),frequent|age|vip_low_interaction,0.5001,0.5001
1884,((renewal_pressure - usage_cluster) + gender_age_group),renewal_pressure|usage_cluster|gender_age_group,0.4990,0.4990
1886,((gender_age_group - freq_per_tenure) - contract_ratio),gender_age_group|freq_per_tenure|contract_ratio,0.5001,0.5001
1887,((older_low_contract - tenure) / interaction_rate),older_low_contract|tenure|interaction_rate,0.4992,0.4992
1889,((frequent - gender_age_group) + payment_interval),frequent|gender_age_group|payment_interval,0.4978,0.4978
1890,((payment_per_freq - frequent) * interaction_rate),payment_per_freq|frequent|interaction_rate,0.4977,0.4977
1892,log((gender_age_group - usage_cluster)),gender_age_group|usage_cluster|frequent,0.4981,0.4981
1893,((interaction_rate - contract_ratio) + age),interaction_rate|contract_ratio|age,0.5001,0.5001
1895,((renewal_pressure - tenure) - usage_cluster),renewal_pressure|tenure|usage_cluster,0.5002,0.5002
1896,((usage_cluster - test_2) - contract_length),usage_cluster|test_2|contract_length,0.4957,0.4957
1897,((contract_ratio - age) - renewal_pressure),contract_ratio|age|renewal_pressure,0.5001,0.5001
1899,((test_2 - test_1) - is_high_interaction),test_2|test_1|is_high_interaction,0.4957,0.4957
1900,((older_low_contract - tenure) - contract_ratio),older_low_contract|tenure|contract_ratio,0.4985,0.4985
1901,((new_inactive - interaction_rate) - contract_length),new_inactive|interaction_rate|contract_length,0.4973,0.4973
1903,((older_low_contract - payment_per_freq) - renewal_pressure),older_low_contract|payment_per_freq|renewal_pressure,0.4985,0.4985
1904,((is_older_group - is_high_interaction) - gender_age_group),is_older_group|is_high_interaction|gender_age_group,0.5001,0.5001
1906,((interaction_rate - vip_low_interaction) - age),interaction_rate|vip_low_interaction|age,0.5001,0.5001
1907,((vip_low_interaction - payment_per_freq) - older_low_contract),vip_low_interaction|payment_per_freq|older_low_contract,0.4992,0.4992
1909,((usage_cluster - older_low_contract) - frequent),usage_cluster|older_low_contract|frequent,0.5001,0.5001
1910,((contract_length - tenure) - older_low_contract),contract_length|tenure|older_low_contract,0.4981,0.4981
1912,((is_older_group - new_inactive) - freq_per_tenure),is_older_group|new_inactive|freq_per_tenure,0.4978,0.4978
1913,((interaction_rate - gender_age_group) - payment_per_freq),interaction_rate|gender_age_group|payment_per_freq,0.4972,0.4972
1915,((freq_per_tenure - payment_per_freq) - renewal_pressure),freq_per_tenure|payment_per_freq|renewal_pressure,0.4995,0.4995
1916,((tenure - age) - payment_interval),tenure|age|payment_interval,0.4980,0.4980
1917,((is_high_interaction - test_1) - renewal_pressure),is_high_interaction|test_1|renewal_pressure,0.5001,0.5001
1919,((payment_interval - older_low_contract) - usage_cluster),payment_interval|older_low_contract|usage_cluster,0.4973,0.4973
1920,((test_2 - age) - interaction_per_freq),test_2|age|interaction_per_freq,0.4941,0.4941
1922,((contract_length - freq_per_tenure) - is_high_interaction),contract_length|freq_per_tenure|is_high_interaction,0.4968,0.4968
1923,((frequent - after_interaction) - payment_interval),frequent|after_interaction|payment_interval,0.4988,0.4988
1925,((older_low_contract - age) - test_2),older_low_contract|age|test_2,0.4960,0.4960
1926,((gender_age_group - contract_ratio) - age),gender_age_group|contract_ratio|age,0.5001,0.5001
1928,((older_low_contract - usage_cluster) - interaction_per_freq),older_low_contract|usage_cluster|interaction_per_freq,0.4989,0.4989
1929,((frequent - contract_ratio) - age),frequent|contract_ratio|age,0.5001,0.5001
1930,(freq(subscription_type) - interaction_rate),subscription_type|interaction_rate,0.4989,0.4989
1931,((freq_per_tenure - contract_length) + gender_age_group),freq_per_tenure|contract_length|gender_age_group,0.4970,0.4970
1932,((usage_cluster - contract_length) * test_1),usage_cluster|contract_length|test_1,0.4964,0.4964
1934,((contract_ratio - renewal_pressure) + older_low_contract),contract_ratio|renewal_pressure|older_low_contract,0.4992,0.4992
1935,((freq_per_tenure - payment_per_freq))^2,freq_per_tenure|payment_per_freq|is_high_interaction,0.4987,0.4987
1936,((interaction_per_freq - usage_cluster) - after_interaction),interaction_per_freq|usage_cluster|after_interaction,0.4976,0.4976
1938,((gender_age_group - contract_ratio) + usage_cluster),gender_age_group|contract_ratio|usage_cluster,0.5001,0.5001
1939,((test_2 - usage_cluster) * contract_ratio),test_2|usage_cluster|contract_ratio,0.5001,0.5001
1941,((payment_interval - gender_age_group) + frequent),payment_interval|gender_age_group|frequent,0.4978,0.4978
1942,((((test_1 - interaction_rate) - new_inactive) + usage_cluster) / interaction_per_freq),test_1|interaction_rate|new_inactive|usage_cluster|interaction_per_freq,0.5001,0.5001
1944,((after_interaction - interaction_per_freq) + new_inactive),after_interaction|interaction_per_freq|new_inactive,0.4971,0.4971
1945,(log(test_1) * freq_per_tenure),test_1|payment_interval|freq_per_tenure,0.4974,0.4974
1947,((renewal_pressure)^2 / freq_per_tenure),renewal_pressure|interaction_rate|freq_per_tenure,0.5001,0.5001
1948,((renewal_pressure * test_2) + contract_ratio),renewal_pressure|test_2|contract_ratio,0.5001,0.5001
1950,(log(tenure) - payment_per_freq),tenure|contract_ratio|payment_per_freq,0.4979,0.4979
1951,((older_low_contract - interaction_rate) * test_2),older_low_contract|interaction_rate|test_2,0.5001,0.5001
1953,((is_older_group + payment_per_freq) + after_interaction),is_older_group|payment_per_freq|after_interaction,0.4975,0.4975
1954,(log(payment_per_freq) - interaction_rate),payment_per_freq|test_1|interaction_rate,0.4994,0.4994
1955,(log(vip_low_interaction) + new_inactive),vip_low_interaction|is_older_group|new_inactive,0.5001,0.5001
1957,((is_high_interaction)^2 * new_inactive),is_high_interaction|interaction_rate|new_inactive,0.5001,0.5001
1958,sqrt((interaction_rate * test_2)),interaction_rate|test_2|vip_low_interaction,0.4966,0.4966
1960,((age + payment_interval) + is_older_group),age|payment_interval|is_older_group,0.4993,0.4993
1961,(log(frequent) - contract_length),frequent|older_low_contract|contract_length,0.5000,0.5000
1963,((payment_per_freq - contract_ratio))^2,payment_per_freq|contract_ratio|interaction_per_freq,0.4993,0.4993
1964,(log(payment_interval) + payment_per_freq),payment_interval|age|payment_per_freq,0.4993,0.4993
1966,(log(test_1) * tenure),test_1|freq_per_tenure|tenure,0.4978,0.4978
1967,((freq_per_tenure + tenure) + frequent),freq_per_tenure|tenure|frequent,0.4979,0.4979
1969,((test_1)^2 - frequent),test_1|payment_interval|frequent,0.4998,0.4998
1970,((renewal_pressure * interaction_rate) + payment_per_freq),renewal_pressure|interaction_rate|payment_per_freq,0.4982,0.4982
1971,(log(contract_length) - is_high_interaction),contract_length|test_1|is_high_interaction,0.4987,0.4987
1973,((((older_low_contract - contract_length) / payment_per_freq) - is_high_interaction) - tenure),older_low_contract|contract_length|payment_per_freq|is_high_interaction|tenure,0.4977,0.4977
1974,(log(freq_per_tenure) * age),freq_per_tenure|gender_age_group|age,0.4980,0.4980
1976,((payment_per_freq + older_low_contract) + is_high_interaction),payment_per_freq|older_low_contract|is_high_interaction,0.4988,0.4988
1977,(log(vip_low_interaction) + frequent),vip_low_interaction|usage_cluster|frequent,0.4996,0.4996
1980,((interaction_per_freq * is_older_group) * test_2),interaction_per_freq|is_older_group|test_2,0.4986,0.4986
1982,(log(freq_per_tenure) + payment_per_freq),freq_per_tenure|frequent|payment_per_freq,0.4977,0.4977
1983,sqrt((gender_age_group + freq_per_tenure)),gender_age_group|freq_per_tenure|renewal_pressure,0.4975,0.4975
1985,((frequent - interaction_per_freq) - payment_interval),frequent|interaction_per_freq|payment_interval,0.5001,0.5001
1989,((frequent)^2 * payment_interval),frequent|payment_per_freq|payment_interval,0.4985,0.4985
1990,((contract_length * gender_age_group) + payment_per_freq),contract_length|gender_age_group|payment_per_freq,0.4986,0.4986
1992,((frequent + is_older_group) - age),frequent|is_older_group|age,0.5001,0.5001
1993,(log(interaction_per_freq) + vip_low_interaction),interaction_per_freq|renewal_pressure|vip_low_interaction,0.4960,0.4960
1995,((after_interaction - test_1) * new_inactive),after_interaction|test_1|new_inactive,0.5001,0.5001
1998,((older_low_contract + contract_length) - after_interaction),older_low_contract|contract_length|after_interaction,0.4971,0.4971
